file,total,afd,cdu,spd,csu,fdp,linke,gruene,grüne,wahlkampf,merkel,flüchtlinge,refugees,asyl,btw17,btw2017,schulz,schulztrain,schulzzug,stmartin
"~/tweets/germany_2017_08_01_12_00_02.json","6357","713","277","544","180","1208","171","27","110","96","784","132","1082","83","184","88","554","0","0","2"
"~/tweets/germany_2017_08_01_13_00_02.json","6805","665","351","462","175","1164","203","65","127","91","735","111","1238","91","189","41","1037","0","0","0"
"~/tweets/germany_2017_08_01_14_00_01.json","7249","653","337","407","169","1326","299","42","86","79","954","118","1550","149","150","30","802","0","3","0"
"~/tweets/germany_2017_08_01_15_00_02.json","7690","600","377","436","184","1264","148","46","135","95","786","196","1468","216","181","35","966","0","0","0"
"~/tweets/germany_2017_08_01_16_00_00.json","7940","644","322","432","218","1528","205","32","116","106","877","126","1706","188","193","44","1082","0","0","1"
"~/tweets/germany_2017_08_01_17_00_01.json","8479","758","363","420","214","1510","228","40","121","95","1083","137","2014","160","139","52","750","0","1","0"
"~/tweets/germany_2017_08_01_18_00_02.json","7708","803","344","398","167","1345","206","82","105","87","1164","124","1662","110","167","31","645","0","1","0"
"~/tweets/germany_2017_08_01_19_00_01.json","7504","771","381","413","158","1344","134","26","123","87","967","115","1759","154","154","35","555","0","1","5"
"~/tweets/germany_2017_08_01_20_00_01.json","7463","726","299","326","146","1791","130","38","102","134","973","91","1355","201","166","43","573","0","2","0"
"~/tweets/germany_2017_08_01_21_00_03.json","6745","552","221","265","138","1789","192","27","67","53","773","88","1410","116","98","38","464","0","1","4"
"~/tweets/germany_2017_08_01_22_00_02.json","5490","453","201","197","156","1788","118","20","51","35","605","56","997","70","106","45","322","0","0","0"
"~/tweets/germany_2017_08_01_23_00_02.json","4489","264","67","124","138","1723","48","10","21","22","378","44","943","41","34","20","227","0","0","1"
"~/tweets/germany_2017_08_02_00_00_02.json","3833","124","43","49","73","1622","18","5","13","8","296","36","893","12","27","3","256","0","0","0"
"~/tweets/germany_2017_08_02_01_00_02.json","3826","92","36","61","76","1788","18","3","14","4","235","16","847","12","9","5","242","0","0","0"
"~/tweets/germany_2017_08_02_02_00_02.json","3974","90","34","54","44","1835","16","7","14","7","251","11","1066","15","12","4","175","0","0","0"
"~/tweets/germany_2017_08_02_03_00_03.json","3481","114","39","56","60","1391","16","3","17","6","225","16","1100","24","13","8","124","0","0","0"
"~/tweets/germany_2017_08_02_04_00_01.json","3104","201","84","146","77","952","34","7","45","25","275","47","842","51","43","19","127","0","1","1"
"~/tweets/germany_2017_08_02_05_00_02.json","3485","389","217","249","107","628","59","19","60","42","367","69","878","74","73","20","144","0","2","1"
"~/tweets/germany_2017_08_02_06_00_03.json","3592","377","238","355","101","422","102","22","92","66","479","62","814","105","77","24","189","0","0","0"
"~/tweets/germany_2017_08_02_07_00_02.json","4084","500","282","361","137","573","147","38","80","80","527","101","681","111","127","28","229","0","5","0"
"~/tweets/germany_2017_08_02_08_00_01.json","4281","663","353","383","186","610","151","30","81","95","654","87","723","111","122","35","252","0","3","0"
"~/tweets/germany_2017_08_02_09_00_02.json","4735","467","347","423","172","799","141","51","107","83","684","93","851","74","96","21","269","0","2","0"
